URL,HasAt,URLLen,URLDepth,Redirection,domainType,ShortURL,OddChar,Prefix/Suffix,numPer,HasIP,Web_Traffic,DomainAge,iFrame,mouseOver,rightClick,Forwarding,Label
http://rt.com/shows/redacted-tonight-summary/248853-mainstream-media-tax-transgender/,0,1,5,0,0,1,14,0,0,0,1,1,1,1,1,1,0
http://verfiayiosnmer.com/chase/verify.php?search?q=eew,0,1,3,0,0,0,10,0,0,0,1,1,1,1,1,1,1
http://nesn.com/2015/05/justin-masterson-changing-strategy-for-red-sox-amid-decreased-velocity-video/,0,1,5,0,0,0,18,0,0,0,1,0,1,1,1,1,0
https://ugaflix.com/includes/us/delta.com/index.php,0,0,5,0,1,1,10,0,0,0,1,0,1,1,1,1,1
http://torcache.net/torrent/4956A4E976EA948025C3C3554567CA2820F65F64.torrent?title=[kickass.to]frozen.2013.1080p.brrip.x264.yify,0,1,3,0,0,0,17,0,1,0,1,1,1,1,1,1,0
http://receivable.co.kr/skin/member/basic/img/c/comcast.php,0,1,7,0,0,0,12,0,0,0,1,1,1,1,1,1,1
http://correios.com.br/para-voce/precisa-de-ajuda/o-que-fazer-se-sua-encomenda-nao-chegou,0,1,4,0,0,0,18,0,0,0,1,1,1,1,1,1,0
http://jeticdesigns.asia/wp-includes/js/tinymce/plugins/hr/content/update/webmail.php?userid=jsmith@imaphost.com,1,1,9,0,0,1,18,0,0,0,1,0,1,1,1,1,1
http://extratorrent.cc/torrent/4189072/Creativemarket+Love+Lace+Photoshop+Action+263740.html,0,1,4,0,0,0,13,0,0,0,1,0,1,1,1,1,0
http://rohtolab.com/public/templates/mmp/web/-/DFHS6545TE1H87TRH132HF/1878DFE4RH8EQ4RH65E4FB65E44B6/9159bf1f317edc56a3dd2a60cb15c53f/s-up.php?cmd=inc=erorr-log-loadin=505faa1f81e32812955835953f8ffe23c7e&amp;dispatch=fac16ba274915ea1311b5857126f28a7ff32a6c1,0,1,10,0,0,0,25,0,0,0,1,0,1,1,1,1,1
http://seekingalpha.com/news/2520556-senator-wants-veterans-administration-to-use-wartime-provision-to-knock-down-price-of-sovaldi,0,1,3,0,0,0,20,0,0,0,1,0,1,1,1,1,0
https://yuhfdwesaa.appspot.com/,0,0,2,0,1,1,6,0,0,0,1,1,1,1,1,1,1
http://babal.net/books/view/1437/%D8%AC%D8%B1%D9%8A%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D9%8A%D8%AF,0,1,5,0,0,0,29,0,0,0,1,1,1,1,1,1,0
https://sites.google.com/site/leakdech/,0,0,4,0,1,0,8,0,0,0,1,1,1,1,1,1,1
http://web.de/magazine/unicef/philippinen-jahr-taifun-haiyan-dauerhafte-hilfe-kinder-familien-30203202,0,1,4,0,0,0,15,0,0,0,1,1,1,1,1,1,0
http://mail.toneelstukken.nl/~u43730p39181/pki-validation,0,1,3,0,0,0,9,0,0,0,1,1,1,1,1,1,1
http://otomoto.pl/osobowe/nissan/qashqai/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,0,1,5,0,0,0,9,0,0,0,1,0,1,1,1,1,0
http://haraktis.ru/includes,0,0,2,0,0,0,5,0,0,0,1,0,1,1,1,1,1
http://thechive.com/2015/02/13/was-it-a-little-cold-on-the-set-of-friends-27-photos/,0,1,6,0,0,0,20,0,0,0,1,1,1,1,1,1,0
https://firebasestorage.googleapis.com/v0/b/ornng456.appspot.com/o/index.html?alt=media&amp;token=7474575d-1423-42f2-aac3-1cfb559bd06d,0,1,6,0,1,1,22,0,1,0,1,1,1,1,1,1,1
https://tsite.jp/login/index.pl?xpg=PCUI0401&ret=https%3a%2f%2ftsite%2ejp%2frank%2f,0,1,3,0,1,0,17,0,0,0,1,0,1,1,1,1,0
http://lp2m.umsu.ac.id/wp-includes/IXR/redirect.html,0,0,4,0,0,0,11,0,1,0,1,1,1,1,1,1,1
http://katproxy.com/community/show/%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/?post=16460139,0,1,5,0,0,0,57,0,0,0,1,0,1,1,1,1,0
http://www.chinadryer.cn/pa,0,0,2,0,0,0,6,0,0,0,1,1,1,1,1,1,1
http://mic.com/articles/116500/in-one-offensive-tweet-kris-humphries-shows-exactly-why-bruce-jenner-had-to-come-out,0,1,4,0,0,0,21,0,0,0,1,0,1,1,1,1,0
http://advonationusa.com/wp-image/1/customer_center/customer-IDPP00C457/myaccount/index.php?cmd=login_submit&amp;id=e50b10294dbb8a9d5c19e72a650f45c5e50b10294dbb8a9d5c19e72a650f45c5&amp;session=e50b10294dbb8a9d5c19e72a650f45c5e50b10294dbb8a9d5c19e72a650f45c5,0,1,7,0,0,0,23,0,0,0,1,1,1,1,1,1,1
http://maybank2u.com.my/mbb_info/m2u/public/personalDetail04.do?channelId=ACC-Accounts&cntTypeId=0&cntKey=ACC08.03.10&programId=ACC08.03-MobileBanking&chCatId=/mbb/Personal/ACC-Accounts,0,1,8,0,0,0,30,0,1,0,1,0,1,1,1,1,0
http://94.177.232.252/W8A82JS8GYN2020/Smart-TVLED32HD/SmartTVLED32HDD/confirmacao.php,0,1,5,0,0,0,12,0,1,0,1,0,1,1,1,1,1
http://pikabu.ru/tag/%D0%90%D1%80%D0%B5%D0%BD%D0%B4%D0%B0%20%D0%B6%D0%B8%D0%BB%D1%8C%D1%8F/hot,0,1,4,0,0,0,30,0,0,0,1,0,1,1,1,1,0
https://yahooimail.weebly.com/,0,0,2,0,1,0,6,0,0,0,1,0,1,1,1,1,1
http://stackoverflow.com/questions/8702797/mysql-where-clause-which-excludes-results-in-subquery,0,1,4,0,0,0,14,0,0,0,1,0,1,1,1,1,0
https://www.youdealcar.in/logon.do.php,0,0,2,0,1,0,8,0,1,0,1,0,1,1,1,1,1
http://tinnhanh360.net/rot-nuoc-mat-voi-ca-khuc-viet-theo-cam-xuc-cua-vo-duy-nhan.html,0,1,2,0,0,0,19,0,0,0,1,1,1,1,1,1,0
https://www.saldao-casasbahia-mesdasmaes.com/2020/mobile/login.php?enc=984011824,0,1,4,0,1,0,13,1,0,0,1,1,1,1,1,1,1
http://censor.net.ua/video_news/334896/simonenko_ubegaet_s_pervomayiskogo_mitinga_sdohni_padlo_video,0,1,4,0,0,0,16,0,0,0,1,1,1,1,1,1,0
https://www.hairdame.com/onedrive/,0,0,3,0,1,0,7,0,0,0,1,1,1,1,1,1,1
http://irecommend.ru/content/shapochka-aliexpress-2014-newborn-spring-winter-new-unisex-baby-boy-girl-toddler-infant-colo,0,1,3,0,0,0,19,0,0,0,1,0,1,1,1,1,0
http://atlantabasecamp.com/fax/office365/b7f94c1505067deddb3b128af5dd9342/,0,1,5,0,0,0,8,0,0,0,1,1,1,1,1,1,1
http://askubuntu.com/questions/206940/is-there-a-proprietary-driver-nvidia-or-ati-that-actually-works-with-12-10,0,1,4,0,0,0,20,0,0,0,1,0,1,1,1,1,0
https://www.ausafritrade.com/wp-admin/js/wis/home/home/home/,0,1,8,0,1,0,13,0,0,0,1,1,1,1,1,1,1
http://olx.co.id/elektronik-gadget/elektronik-rumah-tangga/kulkas-freezer/gtm.start,0,1,5,0,0,1,14,0,0,0,1,1,1,1,1,1,0
http://verizon-wirelesscustomerservice.com/,0,0,2,0,0,0,6,1,0,0,1,0,1,1,1,1,1
http://olx.in/hi/books-sports-hobbies/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,0,1,5,0,0,0,23,0,0,0,1,0,1,1,1,1,0
https://www.entraegypt.com/inc/,0,0,3,0,1,1,7,0,0,0,1,0,1,1,1,1,1
https://eksisozluk.com/ogrenildiginde-ufku-iki-katina-cikaran-seyler--2593151?a=popular,0,1,2,0,1,0,14,0,0,0,1,1,1,1,1,1,0
http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=jsmith@imaphost.com,1,1,8,0,0,1,17,0,0,0,1,1,1,1,1,1,1
http://olx.ua/uk/list/q-%D0%BA%D1%80%D0%BE%D1%81%D1%81%D0%BE%D0%B2%D0%BA%D0%B8/?page=4,0,1,5,0,0,0,29,0,0,0,1,1,1,1,1,1,0
https://cutt.ly/Net,0,0,2,0,1,0,5,0,0,0,1,0,1,1,1,1,1
http://buzzfil.net/m/show-art/video-wtf-du-jour-faire-du-tourniquet-aide-d-un-scooter-ce-qui-se-passe-ensuite-est-hilarant-1.html,0,1,4,0,0,0,27,0,0,0,1,0,1,1,1,1,0
https://s.id/gUqYG?,0,0,2,0,1,0,6,0,0,0,1,1,1,1,1,1,1
http://hubpages.com/hub/DIY-Auto-Service-Ignition-Systems-Operation-Diagnosis-and-Repair,0,1,3,0,0,0,14,0,0,0,1,0,1,1,1,1,0
http://cwmrc.org/cms/comsx,0,0,3,0,0,0,6,0,0,0,1,1,1,1,1,1,1
http://perezhilton.com/2015-05-13-ireland-gay-marriage-vote-lgbt-same-sex-equality/?from=readmore_perezhilton&,0,1,3,0,0,0,20,0,0,0,1,1,1,1,1,1,0
https://wdestaques12.lojatodacomprecobaixo.com/superpromocao/28/produto/133233166/geladeira-refrigerador-electrolux-french-door-dm84x-579-litros-inox,0,1,6,0,1,0,18,0,0,0,1,1,1,1,1,1,1
http://kienthuc.net.vn/de-thi-dap-an/cau-truc-moi-de-thi-van-vao-lop-10-cong-lap-tp-hcm-487379.html,0,1,3,0,0,0,24,0,0,0,1,1,1,1,1,1,0
http://www.ktpn.kalisz.pl/read-invoice/index.php?rec=info@norzagarai.com,1,1,3,0,0,0,14,0,1,0,1,1,1,1,1,1,1
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3296112510&bm1=mid&bm2=hotsale_prd,0,1,3,0,0,0,24,0,1,0,1,0,1,1,1,1,0
https://secureatt16.godaddysites.com/,0,0,2,0,1,0,6,0,0,0,1,1,1,1,1,1,1
http://torcache.net/torrent/27C9CCD1A73FABD2AA065A56A2F6C48B5630EFC5.torrent?title=[kickass.to]kingsman.the.secret.service.2014.hc.hdrip.900mb.mkvcage,0,1,3,0,0,0,20,0,1,0,1,1,1,1,1,1,0
https://protection-phone.fun/26m5N$,0,0,2,0,1,0,7,1,0,0,1,1,1,1,1,1,1
http://tobogo.net/cdsb/board.php?board=mylife&bm=view&no=448&category=&auth=&page=1&search=&keyword=&recom=,0,1,3,0,0,0,25,0,0,0,1,1,1,1,1,1,0
http://itcitymm.com/wp-content/themes/confirmnewboa/confirmnewboa/login.php?cmd=login_submit&amp;id=58ab83d9d4cfe3085656f81e5cc02e5758ab83d9d4cfe3085656f81e5cc02e57&amp;session=58ab83d9d4cfe3085656f81e5cc02e5758ab83d9d4cfe3085656f81e5cc02e57,0,1,6,0,0,0,20,0,0,0,1,1,1,1,1,1,1
http://sourceforge.net/directory/business-enterprise/add_facet_filter?facet=natlanguage&constraint=Turkish,0,1,4,0,0,0,14,0,0,0,1,1,1,1,1,1,0
http://balcaounicodoadvogado.com/urssaf.particuliers/,0,0,3,0,0,0,7,0,0,0,1,1,1,1,1,1,1
http://tune.pk/video/6046058/ab-de-villiers-and-hashim-amla-press-conference-dec-2nd,0,1,4,0,0,0,16,0,0,0,1,0,1,1,1,1,0
http://www.duluthwaterproofingmoldremoval.com/wp-includes/js/crop/365/office365-2019/cmd-login=61cf5eb82326358e590acc8503fc7194/,0,1,8,0,0,0,16,0,0,0,1,1,1,1,1,1,1
http://qz.com/393160/at-least-six-have-died-as-burundi-is-rocked-by-violent-protests/,0,1,4,0,0,0,18,0,0,0,1,0,1,1,1,1,0
https://playarprint.com/chase/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTYxOTQ2Mjk0MA==MTYxOTQ2Mjk0MA==&amp;session=MTYxOTQ2Mjk0MA==MTYxOTQ2Mjk0MA==,0,1,5,0,1,1,25,0,0,0,1,1,1,1,1,1,1
https://tune.pk/video/6047962/hamari-adhuri-kahani-full-song-hindi-emraan-hashmi-arijit-singh,0,1,4,0,1,0,16,0,0,0,1,0,1,1,1,1,0
https://app.smartsheet.com/b/home?mt=57&amp;de=HYhAKh2E9ewdWut49GUHNTSgZq7CVeQPV5cJAZZQGm4&amp;lang=en_GB,0,1,3,0,1,1,16,0,0,0,1,1,1,1,1,1,1
http://nypost.com/2015/05/01/apple-admits-tattoos-can-affect-watchs-heart-rate-monitor/,0,1,6,0,0,1,17,0,0,0,1,1,1,1,1,1,0
https://jcbouchatmarketing.com/cit/s4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAHqNSURBVHhe7b0JgB1Hde5/login.php?cmd=login_submit&id=0c19ad4a9e135d75de5f9bd5103341250c19ad4a9e135d75de5f9bd510334125&session=0c19ad4a9e135d75de5f9bd5103341250c19ad4a9e135d75de5f9bd510334125#,0,1,4,0,1,0,16,0,0,0,1,1,1,1,1,1,1
http://extratorrent.cc/torrent_download/4190213/%5BHorribleSubs%5D+Kyoukai+no+Rinne+-+06+%5B720p%5D.mkv.torrent,0,1,4,0,0,0,21,0,0,0,1,0,1,1,1,1,0
http://www.w3stco.com/home.php,0,0,2,0,0,0,7,0,0,0,1,1,1,1,1,1,1
http://wpengine.com/2015/03/31/scaling-wordpress-for-high-traffic-a-developer-guide/,0,1,6,0,0,0,16,0,0,0,1,1,1,1,1,1,0
https://customersupportdesks.com/,0,0,2,0,1,0,5,0,0,0,1,0,1,1,1,1,1
http://arstechnica.com/science/2015/05/bias-in-satellite-measurements-hid-recent-sea-level-rise-acceleration/,0,1,6,0,0,0,18,0,0,0,1,0,1,1,1,1,0
http://donotstayhere.reportforums.club/,0,0,2,0,0,0,6,0,0,0,1,1,1,1,1,1,1
http://sfglobe.com/2015/05/05/isis-claims-responsibility-for-garland-texas-attack/?src=home_feed,0,1,6,0,0,0,18,0,0,0,1,1,1,1,1,1,0
https://www.sistemadeatualizacaautomaticoonline.tk/~/index.php?mRyrcjXVRyq3s8/joSFEAgdV/CQTrayaPrhWQLkdtvTxxhzf2n4QmOhfYs0WN5GoCPuoemHuTz2RAB8VTWf5UPX,0,1,5,0,1,0,12,0,0,0,1,1,1,1,1,1,1
